id;nome;selecao/pagina;numero;posicao;raridade;status;caminho_da_imagem
wc26-argelia-jogador-05-a-confirmar-05;Jogador 05 — a confirmar;Argélia;5;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-05-a-confirmar-05.webp
wc26-argelia-jogador-06-a-confirmar-06;Jogador 06 — a confirmar;Argélia;6;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-06-a-confirmar-06.webp
wc26-argelia-jogador-07-a-confirmar-07;Jogador 07 — a confirmar;Argélia;7;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-07-a-confirmar-07.webp
wc26-argelia-jogador-08-a-confirmar-08;Jogador 08 — a confirmar;Argélia;8;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-08-a-confirmar-08.webp
wc26-argelia-jogador-09-a-confirmar-09;Jogador 09 — a confirmar;Argélia;9;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-09-a-confirmar-09.webp
wc26-argelia-jogador-10-a-confirmar-10;Jogador 10 — a confirmar;Argélia;10;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-10-a-confirmar-10.webp
wc26-argelia-jogador-11-a-confirmar-11;Jogador 11 — a confirmar;Argélia;11;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-11-a-confirmar-11.webp
wc26-argelia-jogador-12-a-confirmar-12;Jogador 12 — a confirmar;Argélia;12;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-12-a-confirmar-12.webp
wc26-argelia-jogador-13-a-confirmar-13;Jogador 13 — a confirmar;Argélia;13;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-13-a-confirmar-13.webp
wc26-argelia-jogador-14-a-confirmar-14;Jogador 14 — a confirmar;Argélia;14;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-14-a-confirmar-14.webp
wc26-argelia-jogador-15-a-confirmar-15;Jogador 15 — a confirmar;Argélia;15;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-15-a-confirmar-15.webp
wc26-argelia-jogador-16-a-confirmar-16;Jogador 16 — a confirmar;Argélia;16;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-16-a-confirmar-16.webp
wc26-argelia-jogador-17-a-confirmar-17;Jogador 17 — a confirmar;Argélia;17;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-17-a-confirmar-17.webp
wc26-argelia-jogador-18-a-confirmar-18;Jogador 18 — a confirmar;Argélia;18;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-18-a-confirmar-18.webp
wc26-argelia-jogador-19-a-confirmar-19;Jogador 19 — a confirmar;Argélia;19;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-19-a-confirmar-19.webp
wc26-argelia-jogador-20-a-confirmar-20;Jogador 20 — a confirmar;Argélia;20;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-20-a-confirmar-20.webp
wc26-argelia-jogador-21-a-confirmar-21;Jogador 21 — a confirmar;Argélia;21;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-21-a-confirmar-21.webp
wc26-argelia-jogador-22-a-confirmar-22;Jogador 22 — a confirmar;Argélia;22;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-22-a-confirmar-22.webp
wc26-argelia-jogador-23-a-confirmar-23;Jogador 23 — a confirmar;Argélia;23;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-23-a-confirmar-23.webp
wc26-argelia-jogador-24-a-confirmar-24;Jogador 24 — a confirmar;Argélia;24;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-24-a-confirmar-24.webp
wc26-argelia-jogador-25-a-confirmar-25;Jogador 25 — a confirmar;Argélia;25;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-25-a-confirmar-25.webp
wc26-argelia-jogador-26-a-confirmar-26;Jogador 26 — a confirmar;Argélia;26;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-argelia/wc26-argelia-jogador-26-a-confirmar-26.webp
wc26-egito-salah-01;Salah;Egito;10;Atacante;lendaria;parcial;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-salah-01.webp
wc26-egito-marmoush-02;Marmoush;Egito;9;Atacante;ouro;parcial;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-marmoush-02.webp
wc26-egito-jogador-03-a-confirmar-03;Jogador 03 — a confirmar;Egito;3;Goleiro;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-03-a-confirmar-03.webp
wc26-egito-jogador-04-a-confirmar-04;Jogador 04 — a confirmar;Egito;4;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-04-a-confirmar-04.webp
wc26-egito-jogador-05-a-confirmar-05;Jogador 05 — a confirmar;Egito;5;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-05-a-confirmar-05.webp
wc26-egito-jogador-06-a-confirmar-06;Jogador 06 — a confirmar;Egito;6;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-06-a-confirmar-06.webp
wc26-egito-jogador-07-a-confirmar-07;Jogador 07 — a confirmar;Egito;7;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-07-a-confirmar-07.webp
wc26-egito-jogador-08-a-confirmar-08;Jogador 08 — a confirmar;Egito;8;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-08-a-confirmar-08.webp
wc26-egito-jogador-09-a-confirmar-09;Jogador 09 — a confirmar;Egito;9;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-09-a-confirmar-09.webp
wc26-egito-jogador-10-a-confirmar-10;Jogador 10 — a confirmar;Egito;10;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-10-a-confirmar-10.webp
wc26-egito-jogador-11-a-confirmar-11;Jogador 11 — a confirmar;Egito;11;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-11-a-confirmar-11.webp
wc26-egito-jogador-12-a-confirmar-12;Jogador 12 — a confirmar;Egito;12;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-12-a-confirmar-12.webp
wc26-egito-jogador-13-a-confirmar-13;Jogador 13 — a confirmar;Egito;13;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-13-a-confirmar-13.webp
wc26-egito-jogador-14-a-confirmar-14;Jogador 14 — a confirmar;Egito;14;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-14-a-confirmar-14.webp
wc26-egito-jogador-15-a-confirmar-15;Jogador 15 — a confirmar;Egito;15;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-15-a-confirmar-15.webp
wc26-egito-jogador-16-a-confirmar-16;Jogador 16 — a confirmar;Egito;16;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-16-a-confirmar-16.webp
wc26-egito-jogador-17-a-confirmar-17;Jogador 17 — a confirmar;Egito;17;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-17-a-confirmar-17.webp
wc26-egito-jogador-18-a-confirmar-18;Jogador 18 — a confirmar;Egito;18;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-18-a-confirmar-18.webp
wc26-egito-jogador-19-a-confirmar-19;Jogador 19 — a confirmar;Egito;19;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-19-a-confirmar-19.webp
wc26-egito-jogador-20-a-confirmar-20;Jogador 20 — a confirmar;Egito;20;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-20-a-confirmar-20.webp
wc26-egito-jogador-21-a-confirmar-21;Jogador 21 — a confirmar;Egito;21;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-21-a-confirmar-21.webp
wc26-egito-jogador-22-a-confirmar-22;Jogador 22 — a confirmar;Egito;22;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-22-a-confirmar-22.webp
wc26-egito-jogador-23-a-confirmar-23;Jogador 23 — a confirmar;Egito;23;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-23-a-confirmar-23.webp
wc26-egito-jogador-24-a-confirmar-24;Jogador 24 — a confirmar;Egito;24;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-24-a-confirmar-24.webp
wc26-egito-jogador-25-a-confirmar-25;Jogador 25 — a confirmar;Egito;25;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-25-a-confirmar-25.webp
wc26-egito-jogador-26-a-confirmar-26;Jogador 26 — a confirmar;Egito;26;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-egito/wc26-egito-jogador-26-a-confirmar-26.webp
wc26-senegal-mane-01;Mané;Senegal;10;Atacante;ouro;parcial;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-mane-01.webp
wc26-senegal-koulibaly-02;Koulibaly;Senegal;3;Zagueiro;rara;parcial;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-koulibaly-02.webp
wc26-senegal-edouard-mendy-03;Édouard Mendy;Senegal;16;Goleiro;rara;parcial;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-edouard-mendy-03.webp
wc26-senegal-jogador-04-a-confirmar-04;Jogador 04 — a confirmar;Senegal;4;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-04-a-confirmar-04.webp
wc26-senegal-jogador-05-a-confirmar-05;Jogador 05 — a confirmar;Senegal;5;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-05-a-confirmar-05.webp
wc26-senegal-jogador-06-a-confirmar-06;Jogador 06 — a confirmar;Senegal;6;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-06-a-confirmar-06.webp
wc26-senegal-jogador-07-a-confirmar-07;Jogador 07 — a confirmar;Senegal;7;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-07-a-confirmar-07.webp
wc26-senegal-jogador-08-a-confirmar-08;Jogador 08 — a confirmar;Senegal;8;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-08-a-confirmar-08.webp
wc26-senegal-jogador-09-a-confirmar-09;Jogador 09 — a confirmar;Senegal;9;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-09-a-confirmar-09.webp
wc26-senegal-jogador-10-a-confirmar-10;Jogador 10 — a confirmar;Senegal;10;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-10-a-confirmar-10.webp
wc26-senegal-jogador-11-a-confirmar-11;Jogador 11 — a confirmar;Senegal;11;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-11-a-confirmar-11.webp
wc26-senegal-jogador-12-a-confirmar-12;Jogador 12 — a confirmar;Senegal;12;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-12-a-confirmar-12.webp
wc26-senegal-jogador-13-a-confirmar-13;Jogador 13 — a confirmar;Senegal;13;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-13-a-confirmar-13.webp
wc26-senegal-jogador-14-a-confirmar-14;Jogador 14 — a confirmar;Senegal;14;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-14-a-confirmar-14.webp
wc26-senegal-jogador-15-a-confirmar-15;Jogador 15 — a confirmar;Senegal;15;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-15-a-confirmar-15.webp
wc26-senegal-jogador-16-a-confirmar-16;Jogador 16 — a confirmar;Senegal;16;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-16-a-confirmar-16.webp
wc26-senegal-jogador-17-a-confirmar-17;Jogador 17 — a confirmar;Senegal;17;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-17-a-confirmar-17.webp
wc26-senegal-jogador-18-a-confirmar-18;Jogador 18 — a confirmar;Senegal;18;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-18-a-confirmar-18.webp
wc26-senegal-jogador-19-a-confirmar-19;Jogador 19 — a confirmar;Senegal;19;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-19-a-confirmar-19.webp
wc26-senegal-jogador-20-a-confirmar-20;Jogador 20 — a confirmar;Senegal;20;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-20-a-confirmar-20.webp
wc26-senegal-jogador-21-a-confirmar-21;Jogador 21 — a confirmar;Senegal;21;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-21-a-confirmar-21.webp
wc26-senegal-jogador-22-a-confirmar-22;Jogador 22 — a confirmar;Senegal;22;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-22-a-confirmar-22.webp
wc26-senegal-jogador-23-a-confirmar-23;Jogador 23 — a confirmar;Senegal;23;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-23-a-confirmar-23.webp
wc26-senegal-jogador-24-a-confirmar-24;Jogador 24 — a confirmar;Senegal;24;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-24-a-confirmar-24.webp
wc26-senegal-jogador-25-a-confirmar-25;Jogador 25 — a confirmar;Senegal;25;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-25-a-confirmar-25.webp
wc26-senegal-jogador-26-a-confirmar-26;Jogador 26 — a confirmar;Senegal;26;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-senegal/wc26-senegal-jogador-26-a-confirmar-26.webp
wc26-costa-do-marfim-jogador-01-a-confirmar-01;Jogador 01 — a confirmar;Costa do Marfim;1;Goleiro;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-01-a-confirmar-01.webp
wc26-costa-do-marfim-jogador-02-a-confirmar-02;Jogador 02 — a confirmar;Costa do Marfim;2;Goleiro;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-02-a-confirmar-02.webp
wc26-costa-do-marfim-jogador-03-a-confirmar-03;Jogador 03 — a confirmar;Costa do Marfim;3;Goleiro;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-03-a-confirmar-03.webp
wc26-costa-do-marfim-jogador-04-a-confirmar-04;Jogador 04 — a confirmar;Costa do Marfim;4;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-04-a-confirmar-04.webp
wc26-costa-do-marfim-jogador-05-a-confirmar-05;Jogador 05 — a confirmar;Costa do Marfim;5;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-05-a-confirmar-05.webp
wc26-costa-do-marfim-jogador-06-a-confirmar-06;Jogador 06 — a confirmar;Costa do Marfim;6;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-06-a-confirmar-06.webp
wc26-costa-do-marfim-jogador-07-a-confirmar-07;Jogador 07 — a confirmar;Costa do Marfim;7;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-07-a-confirmar-07.webp
wc26-costa-do-marfim-jogador-08-a-confirmar-08;Jogador 08 — a confirmar;Costa do Marfim;8;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-08-a-confirmar-08.webp
wc26-costa-do-marfim-jogador-09-a-confirmar-09;Jogador 09 — a confirmar;Costa do Marfim;9;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-09-a-confirmar-09.webp
wc26-costa-do-marfim-jogador-10-a-confirmar-10;Jogador 10 — a confirmar;Costa do Marfim;10;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-10-a-confirmar-10.webp
wc26-costa-do-marfim-jogador-11-a-confirmar-11;Jogador 11 — a confirmar;Costa do Marfim;11;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-11-a-confirmar-11.webp
wc26-costa-do-marfim-jogador-12-a-confirmar-12;Jogador 12 — a confirmar;Costa do Marfim;12;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-12-a-confirmar-12.webp
wc26-costa-do-marfim-jogador-13-a-confirmar-13;Jogador 13 — a confirmar;Costa do Marfim;13;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-13-a-confirmar-13.webp
wc26-costa-do-marfim-jogador-14-a-confirmar-14;Jogador 14 — a confirmar;Costa do Marfim;14;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-14-a-confirmar-14.webp
wc26-costa-do-marfim-jogador-15-a-confirmar-15;Jogador 15 — a confirmar;Costa do Marfim;15;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-15-a-confirmar-15.webp
wc26-costa-do-marfim-jogador-16-a-confirmar-16;Jogador 16 — a confirmar;Costa do Marfim;16;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-16-a-confirmar-16.webp
wc26-costa-do-marfim-jogador-17-a-confirmar-17;Jogador 17 — a confirmar;Costa do Marfim;17;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-17-a-confirmar-17.webp
wc26-costa-do-marfim-jogador-18-a-confirmar-18;Jogador 18 — a confirmar;Costa do Marfim;18;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-18-a-confirmar-18.webp
wc26-costa-do-marfim-jogador-19-a-confirmar-19;Jogador 19 — a confirmar;Costa do Marfim;19;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-19-a-confirmar-19.webp
wc26-costa-do-marfim-jogador-20-a-confirmar-20;Jogador 20 — a confirmar;Costa do Marfim;20;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-20-a-confirmar-20.webp
wc26-costa-do-marfim-jogador-21-a-confirmar-21;Jogador 21 — a confirmar;Costa do Marfim;21;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-21-a-confirmar-21.webp
wc26-costa-do-marfim-jogador-22-a-confirmar-22;Jogador 22 — a confirmar;Costa do Marfim;22;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-22-a-confirmar-22.webp
wc26-costa-do-marfim-jogador-23-a-confirmar-23;Jogador 23 — a confirmar;Costa do Marfim;23;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-23-a-confirmar-23.webp
wc26-costa-do-marfim-jogador-24-a-confirmar-24;Jogador 24 — a confirmar;Costa do Marfim;24;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-24-a-confirmar-24.webp
wc26-costa-do-marfim-jogador-25-a-confirmar-25;Jogador 25 — a confirmar;Costa do Marfim;25;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-25-a-confirmar-25.webp
wc26-costa-do-marfim-jogador-26-a-confirmar-26;Jogador 26 — a confirmar;Costa do Marfim;26;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-costa-do-marfim/wc26-costa-do-marfim-jogador-26-a-confirmar-26.webp
wc26-africa-do-sul-jogador-01-a-confirmar-01;Jogador 01 — a confirmar;África do Sul;1;Goleiro;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-01-a-confirmar-01.webp
wc26-africa-do-sul-jogador-02-a-confirmar-02;Jogador 02 — a confirmar;África do Sul;2;Goleiro;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-02-a-confirmar-02.webp
wc26-africa-do-sul-jogador-03-a-confirmar-03;Jogador 03 — a confirmar;África do Sul;3;Goleiro;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-03-a-confirmar-03.webp
wc26-africa-do-sul-jogador-04-a-confirmar-04;Jogador 04 — a confirmar;África do Sul;4;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-04-a-confirmar-04.webp
wc26-africa-do-sul-jogador-05-a-confirmar-05;Jogador 05 — a confirmar;África do Sul;5;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-05-a-confirmar-05.webp
wc26-africa-do-sul-jogador-06-a-confirmar-06;Jogador 06 — a confirmar;África do Sul;6;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-06-a-confirmar-06.webp
wc26-africa-do-sul-jogador-07-a-confirmar-07;Jogador 07 — a confirmar;África do Sul;7;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-07-a-confirmar-07.webp
wc26-africa-do-sul-jogador-08-a-confirmar-08;Jogador 08 — a confirmar;África do Sul;8;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-08-a-confirmar-08.webp
wc26-africa-do-sul-jogador-09-a-confirmar-09;Jogador 09 — a confirmar;África do Sul;9;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-09-a-confirmar-09.webp
wc26-africa-do-sul-jogador-10-a-confirmar-10;Jogador 10 — a confirmar;África do Sul;10;Defensor;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-10-a-confirmar-10.webp
wc26-africa-do-sul-jogador-11-a-confirmar-11;Jogador 11 — a confirmar;África do Sul;11;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-11-a-confirmar-11.webp
wc26-africa-do-sul-jogador-12-a-confirmar-12;Jogador 12 — a confirmar;África do Sul;12;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-12-a-confirmar-12.webp
wc26-africa-do-sul-jogador-13-a-confirmar-13;Jogador 13 — a confirmar;África do Sul;13;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-13-a-confirmar-13.webp
wc26-africa-do-sul-jogador-14-a-confirmar-14;Jogador 14 — a confirmar;África do Sul;14;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-14-a-confirmar-14.webp
wc26-africa-do-sul-jogador-15-a-confirmar-15;Jogador 15 — a confirmar;África do Sul;15;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-15-a-confirmar-15.webp
wc26-africa-do-sul-jogador-16-a-confirmar-16;Jogador 16 — a confirmar;África do Sul;16;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-16-a-confirmar-16.webp
wc26-africa-do-sul-jogador-17-a-confirmar-17;Jogador 17 — a confirmar;África do Sul;17;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-17-a-confirmar-17.webp
wc26-africa-do-sul-jogador-18-a-confirmar-18;Jogador 18 — a confirmar;África do Sul;18;Meia;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-18-a-confirmar-18.webp
wc26-africa-do-sul-jogador-19-a-confirmar-19;Jogador 19 — a confirmar;África do Sul;19;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-19-a-confirmar-19.webp
wc26-africa-do-sul-jogador-20-a-confirmar-20;Jogador 20 — a confirmar;África do Sul;20;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-20-a-confirmar-20.webp
wc26-africa-do-sul-jogador-21-a-confirmar-21;Jogador 21 — a confirmar;África do Sul;21;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-21-a-confirmar-21.webp
wc26-africa-do-sul-jogador-22-a-confirmar-22;Jogador 22 — a confirmar;África do Sul;22;Atacante;comum;a-confirmar;assets/images/stickers/selecoes-2026/wc26-africa-do-sul/wc26-africa-do-sul-jogador-22-a-confirmar-22.webp
